"AccName","GbifKey","OrigName","species","bioflor_id","LifeForm","LifeSpan","FlStart","FlEnd","FlDur","ReprType","Dicliny","Dichogamy","SelfComp","PollVec","PollVecGrp","BreedSys","FlowClass","Habitat","PollDep"
"Epipactis albensis H.Nováková & Rydlo",5318941,"Epipactis albensis Novakova & Rydlo","Epipactis albensis",1103,"G","p",8,9,2,"sv","so",NA,"SC","se","se","AO","AB","L5","No"
"Epipactis atrorubens (Hoffm.) Besser",5318958,"Epipactis atrorubens (Hoffm. ex Bernh.) Besser","Epipactis atrorubens",1104,"G","p",6,8,3,"sv","so",NA,"SI","in","zo","X","AB","T1, T3, T5","Yes"
"Epipactis phyllanthes G.E.Sm.",5318980,"Epipactis confusa D. P. Young","Epipactis phyllanthes",1105,"G","p",7,8,2,"sv","so",NA,"SC","se","se","AO","AB","T1","No"
"Epipactis helleborine (L.) Crantz",8998684,"Epipactis distans Arv.-Touv.","Epipactis helleborine",1106,"G","p",7,8,2,"sv","so",NA,"SC",NA,NA,NA,"AB","T1",NA
"Epipactis greuteri H.Baumann & Künkele",5319046,"Epipactis greuteri H. Baumann & Künkele","Epipactis greuteri",1107,"G","p",7,8,2,"sv","so",NA,"SC","se","se","AO","AB","T1","No"
"Epipactis leptochila (Godfery) Godfery",5319049,"Epipactis leptochila (Godfery) Godfery","Epipactis leptochila",1109,"G","p",7,7,1,"sv","so",NA,"SC","se, kl, in","se, se, zo","AO","AB","T1",NA
"Epipactis microphylla Sw.",5318948,"Epipactis microphylla (Ehrh.) Sw.","Epipactis microphylla",1110,"G","p",6,8,3,"sv","so",NA,"SC","se, kl, in","se, se, zo","AO","AB","T1",NA
"Epipactis muelleri Godfery",5319022,"Epipactis muelleri Godfery","Epipactis muelleri",1111,"G","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","AO","AB","T1, T6",NA
"Epipactis palustris Crantz",5319226,"Epipactis palustris (L.) Crantz","Epipactis palustris",1112,"G","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","BHb","S2, T6, T7",NA
"Epipactis purpurata Sm.",5318906,"Epipactis purpurata Sm.","Epipactis purpurata",1115,"G","p",8,9,2,"sv","so",NA,"SC","se, in","se, zo","AFXF, AF","AB","T1",NA
"Epipogium aphyllum Sw.",2849252,"Epipogium aphyllum (F. W. Schmidt) Sw.","Epipogium aphyllum",1116,"G","p",7,8,2,"vvs","so",NA,"SC","in","zo","AFXF","Hh","T1",NA
"Equisetum arvense L.",7924597,"Equisetum arvense L.","Equisetum arvense",1117,"G","p",3,4,2,"sv","do, ad","g2","SC",NA,NA,"XF",NA,"L5",NA
"Equisetum fluviatile L.",2687937,"Equisetum fluviatile L.","Equisetum fluviatile",1118,"A, G","p",5,6,2,"sv","do",NA,NA,NA,NA,"X",NA,"L3",NA
"Equisetum hyemale L.",2687927,"Equisetum hyemale L.","Equisetum hyemale",1119,"S","p",6,8,3,"sv","do",NA,NA,NA,NA,"X",NA,"L5",NA
"Equisetum palustre L.",2687932,"Equisetum palustre L.","Equisetum palustre",1120,"G","p",6,9,4,"sv","do",NA,NA,NA,NA,"X",NA,"T7",NA
"Equisetum pratense Ehrh.",2687942,"Equisetum pratense Ehrh.","Equisetum pratense",1121,"H","p",5,6,2,"sv","do",NA,NA,NA,NA,"X",NA,"L5",NA
"Equisetum ramosissimum Desf.",2687940,"Equisetum ramosissimum Desf.","Equisetum ramosissimum",1122,"H","p",5,7,3,"sv","do",NA,NA,NA,NA,"X",NA,"L4, T6",NA
"Equisetum sylvaticum L.",2687929,"Equisetum sylvaticum L.","Equisetum sylvaticum",1123,"G","p",4,5,2,"sv","do",NA,NA,NA,NA,"X",NA,"L2, L5, S3, T1",NA
"Equisetum telmateia Ehrh.",2687943,"Equisetum telmateia Ehrh.","Equisetum telmateia",1124,"G","p",4,5,2,"sv","do",NA,NA,NA,NA,"X",NA,"L2",NA
"Equisetum variegatum Schleich.",7758330,"Equisetum variegatum Schleich. ex Weber & D. Mohr","Equisetum variegatum",1125,"S","p",4,9,6,"sv","do",NA,NA,NA,NA,"X",NA,"L2, L5, S2",NA
"Equisetum dycei C.N.Page",2687914,"Equisetum x dycei C. N. Page ","Equisetum dycei",1126,"G","p",NA,NA,NA,"sv","do",NA,NA,NA,NA,"X",NA,"T7",NA
"Equisetum litorale Kuehlew. ex Rupr.",2687928,"Equisetum x litorale Kühlew. ex Rupr. ","Equisetum litorale",1127,"G","p",6,7,2,"sv","do",NA,NA,NA,NA,"X",NA,"S2",NA
"Equisetum meridionale (Milde) Chiov.",7768001,"Equisetum x meridionale (Milde) Chiov. ","Equisetum meridionale",1128,"S","p",NA,NA,NA,"sv","do",NA,NA,NA,NA,"X",NA,"T10",NA
"Equisetum moorei Newman",4000302,"Equisetum x moorei Newman ","Equisetum moorei",1129,"H","p",NA,NA,NA,"sv","do",NA,NA,NA,NA,"X",NA,"L5",NA
"Equisetum trachyodon (A.Br.) Koch",7740925,"Equisetum x trachyodon (A. Braun) W. D. J. Koch ","Equisetum trachyodon",1130,"S","p",7,8,2,"sv","do",NA,NA,NA,NA,"X",NA,"L5",NA
"Eragrostis pilosa P.Beauv.",2705400,"Eragrostis albensis H. Scholz","Eragrostis pilosa",1131,"T","a",6,7,2,"s","so",NA,NA,"wi","ab",NA,"W","L4",NA
"Eragrostis cilianensis (All.) Vignolo ex Janch.",2705369,"Eragrostis cilianensis (All.) Vignolo ex Janch.","Eragrostis cilianensis",1132,"T","a",7,10,4,"s","so",NA,NA,"wi","ab",NA,"W","T7",NA
"Eragrostis curvula Nees",2705378,"Eragrostis curvula (Schrad.) Nees","Eragrostis curvula",1133,"H","p",NA,NA,NA,"s","so",NA,"SC","wi, se","ab, se","AFXF","W","L4, T10",NA
"Eragrostis minor Host",2705449,"Eragrostis minor Host","Eragrostis minor",1134,"T","a",7,8,2,"s","so",NA,NA,"wi","ab",NA,"W","T10, T7, T8",NA
"Eragrostis multicaulis Steud.",2705401,"Eragrostis multicaulis Steud.","Eragrostis multicaulis",1135,"T","a",7,10,4,"s","so",NA,NA,"wi","ab",NA,"W","T7, T9",NA
"Eragrostis tef Trotter",2705325,"Eragrostis tef (Zuccagni) Trotter","Eragrostis tef",1137,"T","a",8,10,3,"s","so",NA,NA,"wi","ab",NA,"W",NA,NA
"Eranthis hyemalis Salisb.",3033227,"Eranthis hyemalis (L.) Salisb.","Eranthis hyemalis",1138,"G","p",2,4,3,"s","so","h",NA,"se, in","se, zo",NA,"AB","L5, T1",NA
"Erechtites hieraciifolia (L.) Raf. ex DC.",4221994,"Erechtites hieraciifolia (L.) Raf. ex DC.","Erechtites hieraciifolia",1139,"T","a",7,10,4,"s","so",NA,NA,"se","se",NA,"B",NA,NA
"Erica carnea L.",5682465,"Erica carnea L.","Erica carnea",1140,"S","p",2,6,5,"sv","so",NA,"SC","in","zo","AFXF","Ft","T1, T3",NA
"Erica cinerea L.",5333411,"Erica cinerea L.","Erica cinerea",1141,"S","p",6,7,2,"sv","so","g1","SC","se, in","se, zo","AO","H","T4","Intermediate"
"Erica tetralix L.",5333412,"Erica tetralix L.","Erica tetralix",1142,"S","p",6,9,4,"sv","so","a1","SC","se, in","se, zo","AF","Hb","S2","Intermediate"
"Erigeron acris L.",3147080,"Erigeron acris L.","Erigeron acris",1143,"H","b, p",6,9,4,"s","gm","a2","SC","se, in","se, zo","X","B","L5, T6","Intermediate"
"Erigeron alpinus L.",9074530,"Erigeron alpinus L.","Erigeron alpinus",1144,"H","p",7,9,3,"sv","gm","a2","SC","se, in","se, zo","AFXF","B","T3, T6","Intermediate"
"Erigeron annuus Pers.",3117449,"Erigeron annuus (L.) Pers.","Erigeron annuus",1145,"H","b, p",6,9,4,"s","gm","a2",NA,"in","zo",NA,"B","T8",NA
"Erigeron atticus Vill.",3146734,"Erigeron atticus Vill.","Erigeron atticus",1146,"H","p",7,9,3,"sv","gm",NA,"SC","se, in","se, zo","AF","B","T3",NA
"Erigeron schleicheri Gremli",3146936,"Erigeron gaudinii Brügger","Erigeron schleicheri",1147,"H","p",7,8,2,"sv","gm",NA,"SC","se, in","se, zo","AF","B","T5",NA
"Erigeron glabratus Hoppe & Hornsch ex Bluff & Fingerh.",8158585,"Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.","Erigeron glabratus",1148,"H","p",7,9,3,"sv","gm",NA,"SC","se, in","se, zo","AF","B","T3",NA
"Erigeron neglectus A.Kerner",3146974,"Erigeron neglectus Kern.","Erigeron neglectus",1149,"H","p",7,8,2,"sv","gm",NA,"SC","se, in","se, zo","AF","B","T3",NA
"Erigeron uniflorus L.",3147144,"Erigeron uniflorus L.","Erigeron uniflorus",1150,"H","p",7,9,3,"sv","gm","a2","SC","se, in","se, zo","AF","B","T3","Intermediate"
"Eriophorum angustifolium Honck.",2730127,"Eriophorum angustifolium Honck.","Eriophorum angustifolium",1151,"G","p",4,5,2,"vvs","so, gd","g2, g1","SC","wi","ab","AFXF","W","S1, S2","No"
"Eriophorum gracile W.D.J.Koch",2730137,"Eriophorum gracile W. D. J. Koch","Eriophorum gracile",1152,"G","p",5,6,2,"sv","so","g2","SC","wi","ab","XF","W","S1","No"
"Eriophorum latifolium Hoppe",2730210,"Eriophorum latifolium Hoppe","Eriophorum latifolium",1153,"H","p",4,6,3,"sv","so","g2","SC","wi","ab","XF","W",NA,"No"
"Eriophorum scheuchzeri Hoppe",2730240,"Eriophorum scheuchzeri Hoppe","Eriophorum scheuchzeri",1154,"H","p",6,9,4,"sv","so","g2","SC","wi","ab","XF","W","S2","No"
"Eriophorum vaginatum L.",2730185,"Eriophorum vaginatum L.","Eriophorum vaginatum",1155,"H","p",3,4,2,"sv","so, gd","g2","SC","wi, se","ab, se","AF","W","S1","Intermediate"
"Eriophyllum lanatum (Pursh) J.Forbes",3130472,"Eriophyllum lanatum (Pursh) Forbes","Eriophyllum lanatum",1156,NA,NA,6,7,2,"ssv","gm",NA,"SI","in","zo","X","B",NA,"Yes"
"Erodium cicutarium (L.) L'Hér.",9485490,"Erodium ballii Jord.","Erodium cicutarium",1157,"H, T","a",4,10,7,"s","so",NA,"SC","se, in","se, zo","AFXF","B","H1, T9",NA
"Erodium danicum K.Larsen",3827922,"Erodium danicum K. Larsen","Erodium danicum",1159,"H, T","a",4,10,7,"s","so",NA,"SC","se, in","se, zo","AFXF","B","H1",NA
"Erodium lebelii Jord.",6366011,"Erodium lebelii Jord.","Erodium lebelii",1160,"H, T","a",4,10,7,"s","so",NA,"SC","se, in","se, zo","AFXF","B","H1",NA
"Erodium moschatum (Burm.f.) L'Hér.",9419993,"Erodium moschatum (L.) L'Hér.","Erodium moschatum",1161,"H, T","a",5,6,2,"s","so",NA,"SC","se, in","se, zo","AFXF","B",NA,NA
"Draba verna L.",7473187,"Erophila verna (L.) Chevall. s. l.","Draba verna",1162,"H, T","a",3,5,3,"s","so","g2, h","SC","se, in","se, zo","AO","AB","T10, T6, T9","Intermediate"
"Eruca vesicaria (L.) Cav.",5375920,"Eruca sativa Mill.","Eruca vesicaria",1163,"H, T","a, b",5,6,2,"s","so","h","SI","se","se","X","AB",NA,"No"
"Erucastrum gallicum O.E.Schulz",5375547,"Erucastrum gallicum (Willd.) O. E. Schulz","Erucastrum gallicum",1164,"H, T","a, b",5,10,6,"s","so","h","SC","se","se","AO","A","L4, T10, T8, T9","No"
"Erucastrum nasturtiifolium O.E.Schulz",5375555,"Erucastrum nasturtiifolium (Poir.) O. E. Schulz","Erucastrum nasturtiifolium",1165,"H","b, p",5,8,4,"s","so","g1, h","SI","se, in","se, zo","X","A","L5, T10, T7","Intermediate"
"Eryngium campestre L.",3034426,"Eryngium campestre L.","Eryngium campestre",1166,"H","p",7,9,3,"s","am","a2","SC","in","zo","XF","B","T10, T6, T7","Intermediate"
"Eryngium maritimum L.",3034391,"Eryngium maritimum L.","Eryngium maritimum",1167,"H","b, p",6,8,3,"s","so","a2","SC","in","zo","XF","B","H1","Intermediate"
"Eryngium planum L.",3034393,"Eryngium planum L.","Eryngium planum",1168,"H","p",7,9,3,"s","so","a1","SC","in","zo","AFXF","B","T6","Intermediate"
"Erysimum cheiranthoides L.",3048266,"Erysimum cheiranthoides L.","Erysimum cheiranthoides",1169,"H, T","a",5,9,5,"s","so","h","SC","se, in","se, zo",NA,"AB","L5, T8",NA
"Erysimum crepidifolium Rchb.",3048522,"Erysimum crepidifolium Rchb.","Erysimum crepidifolium",1170,"H","b, h",4,7,4,"s","so","g1, h",NA,"se, in","se, zo",NA,"AB","T6",NA
"Erysimum marschallianum Andrz. ex DC.",7847104,"Erysimum marschallianum Andrz. ex DC.","Erysimum marschallianum",1171,"H","b",6,9,4,"s","so","h",NA,"se, in","se, zo",NA,"AB","T6",NA
"Erysimum odoratum Ehrh.",3048357,"Erysimum odoratum Ehrh.","Erysimum odoratum",1172,"H","b, h",6,7,2,"s","so","h",NA,"se, in","se, zo",NA,"AB","T6",NA
"Erysimum repandum L.",3048166,"Erysimum repandum L.","Erysimum repandum",1173,"T","a",5,7,3,"s","so","h",NA,"se, in","se, zo",NA,"AB","T10, T8",NA
"Erysimum virgatum Roth",3048674,"Erysimum virgatum Roth s. str.","Erysimum virgatum",1174,"H","b",5,7,3,"s","so","h",NA,"se, in","se, zo",NA,"AB","T10, T8",NA
"Eschscholzia californica Cham.",2888380,"Eschscholzia californica Cham.","Eschscholzia californica",1175,"H, T","a, p",6,10,5,"s","mo","h","I","in","zo","X","Po","T8","Intermediate"
"Euonymus europaeus L.",3169131,"Euonymus europaea L.","Euonymus europaeus",1176,"N","p",5,6,2,"s","tr","a3",NA,"in","zo",NA,"A","L5, T1","Yes"
"Euonymus latifolius Mill.",7433196,"Euonymus latifolia (L.) Mill.","Euonymus latifolius",1177,"N","p",5,6,2,"s","so","a2",NA,"in","zo",NA,"A","T1",NA
"Eupatorium cannabinum L.",5402943,"Eupatorium cannabinum L.","Eupatorium cannabinum",1178,"H","p",7,9,3,"sv","so","a2","SI","ge, in","se, zo","X","B","L3, L4, L5, T2","Intermediate"
"Euphorbia amygdaloides L.",3065239,"Euphorbia amygdaloides L.","Euphorbia amygdaloides",1179,"C","p",4,5,2,"sv","so","g3","SC","in","zo","XF","A","L5, T1","Yes"
"Euphorbia chamaesyce L.",3067869,"Chamaesyce canescens (L.) Prokh.","Euphorbia chamaesyce",1180,"T","a",6,9,4,"s","so","g3","SC","in","zo","XF","A",NA,"Yes"
"Euphorbia cyparissias L.",3070106,"Euphorbia cyparissias L.","Euphorbia cyparissias",1181,"G, H","p",4,5,2,"sv","so, gm","g2","SC, SI","se, in","se, zo","X, XF","A","T1, T6","Intermediate"
"Euphorbia dulcis L.",3069475,"Euphorbia dulcis L.","Euphorbia dulcis",1182,"G","p",5,5,1,"sv","so","g3","SC","in","zo","XF","A","L5, T1","Yes"
"Euphorbia epithymoides L.",3066112,"Euphorbia epithymoides L.","Euphorbia epithymoides",1183,"G, H","p",5,6,2,"s","so","g3","SC","in","zo","XF","A","T1","Yes"
"Euphorbia esula L.",8203538,"Euphorbia esula L. s. str.","Euphorbia esula",1184,"G, H","p",5,7,3,"sv","so","g3","SC","se, in","se, zo","AFXF","A","T10, T6, T7, T8","Intermediate"
"Euphorbia exigua L.",3069593,"Euphorbia exigua L.","Euphorbia exigua",1185,"T","a",6,10,5,"s","so","g3","SC","in","zo","XF","A","T9","Yes"
"Euphorbia falcata L.",3068845,"Euphorbia falcata L.","Euphorbia falcata",1186,"T","a",6,10,5,"s","so","g3","SC","in","zo","XF","A","T9","Yes"
"Euphorbia helioscopia L.",3066367,"Euphorbia helioscopia L.","Euphorbia helioscopia",1187,"H, T","a",6,9,4,"s","so","g3","SC","se, in","se, zo","XF","A","T9","Intermediate"
"Euphorbia humifusa Willd.",3067054,"Chamaesyce humifusa (Willd.) Prokh.","Euphorbia humifusa",1188,"T","a",6,9,4,"s","so","g3","SC","in","zo","XF","A","T10, T7, T8, T9","Yes"
"Euphorbia lathyris L.",3066965,"Euphorbia lathyrus L.","Euphorbia lathyris",1189,"S","b, h",6,8,3,"s","so","g3","SC","se, in","se, zo","XF","A","T9","Intermediate"
"Euphorbia lucida Waldst. & Kit.",3069370,"Euphorbia lucida Waldst. & Kit.","Euphorbia lucida",1190,"G, H","p",5,7,3,"sv","so","g3","SC","in","zo","XF","A","L5","Yes"
"Euphorbia maculata L.",3067119,"Chamaesyce maculata (L.) Small","Euphorbia maculata",1191,"T","a",6,10,5,"s","so","g3","SC","in","zo","XF","A","T7, T8","Yes"
"Euphorbia nutans Lag.",3070346,"Chamaesyce nutans (Lag.) Small","Euphorbia nutans",1192,"T","a",7,9,3,"s","so","g3","SC","in","zo","XF","A","T10","Yes"
"Euphorbia palustris L.",3064056,"Euphorbia palustris L.","Euphorbia palustris",1193,"G, H","p",5,6,2,"sv","so","g3","SC","in","zo","XF","A","L5, S2","Yes"
"Euphorbia peplus L.",3066386,"Euphorbia peplus L.","Euphorbia peplus",1194,"T","a",7,10,4,"s","so","g3","SC","se, in","se, zo","AF","A","T8, T9","Intermediate"
"Euphorbia platyphyllos L.",3068153,"Euphorbia platyphyllos L.","Euphorbia platyphyllos",1195,"T","a",7,8,2,"s","so","g3","SC","in","zo","XF","A","T10, T7, T8, T9","Yes"
"Euphorbia prostrata Aiton",3067891,"Chamaesyce prostrata (Aiton) Small","Euphorbia prostrata",1196,"T","a",7,8,2,"s","so","g3","SC","in","zo","XF","A","T10, T9","Yes"
"Euphorbia salicifolia Host",3070494,"Euphorbia salicifolia Host","Euphorbia salicifolia",1197,"H","p",5,6,2,"s","so","g3","SC","in","zo","XF","A","T8","Yes"
"Euphorbia segetalis L.",3066495,"Euphorbia segetalis L.","Euphorbia segetalis",1198,"T","a",6,7,2,"s","so","g3","SC","in","zo","XF","A",NA,"Yes"
"Euphorbia seguieriana Neck.",3066179,"Euphorbia seguieriana Neck.","Euphorbia seguieriana",1199,"H","p",6,8,3,"sv","so","g3","SC","in","zo","XF","A","H1, T6","Yes"
"Euphorbia serpens Kunth",3064221,"Chamaesyce serpens (Kunth) Small","Euphorbia serpens",1200,"T","a",6,9,4,"s","so","g3","SC","in","zo","XF","A","T10, T9","Yes"
"Euphorbia stricta L.",3070024,"Euphorbia stricta L.","Euphorbia stricta",1201,"H, T","a",6,9,4,"s","so","g3","SC","in","zo","XF","A","L5, T8","Yes"
"Euphorbia verrucosa L.",3069053,"Euphorbia verrucosa L.","Euphorbia verrucosa",1202,"H","p",5,6,2,"s","so","g3","SC","in","zo","XF","A","T6","Yes"
"Euphorbia illirica Lam.",3065519,"Euphorbia villosa Waldst. & Kit. ex Willd.","Euphorbia illirica",1203,"G","p",5,6,2,"sv","so","g3","SC","in","zo","XF","A","L5","Yes"
"Euphrasia frigida Pugsley",3171958,"Euphrasia frigida Pugsley","Euphrasia frigida",1206,"T","a",5,7,3,"s","so","g2","SC","se, in","se, zo","AF","BH","T6","Intermediate"
"Euphrasia hirtella Jord. ex Reut.",3738480,"Euphrasia hirtella Jord. ex Reut.","Euphrasia hirtella",1207,"T","a",7,10,4,"s","so","g2","SC","se, in","se, zo","AF","BH","T3","Intermediate"
"Euphrasia micrantha Rchb.",3171979,"Euphrasia micrantha Rchb.","Euphrasia micrantha",1208,"T","a",5,10,6,"s","so","g2","SC","se, in","se, zo","AF","BH","T4","Intermediate"
"Euphrasia minima Jacq. ex DC.",7989064,"Euphrasia minima Jacq. ex DC.","Euphrasia minima",1209,"T","a",7,10,4,"s","so","g2","SC","se, in","se, zo","AF","BH","T6","Intermediate"
"Euphrasia nemorosa (Pers.) Wallr.",3171964,"Euphrasia nemorosa (Pers.) Wallr. s. l.","Euphrasia nemorosa",1210,"T","a",5,10,6,"s","so","g2","SC","se, in","se, zo","AF","BH","T6, T7","Intermediate"
"Euphrasia officinalis L.",8106874,"Euphrasia officinalis L. s. l.","Euphrasia officinalis",1211,"T","a",5,10,6,"s","so","g2","SC","se, in","se, zo","AF","BH","T3, T6, T7","Intermediate"
"Euphrasia stricta J.P.Wolff ex J.F.Lehm.",3171980,"Euphrasia stricta D. Wolff ex J. F. Lehmann","Euphrasia stricta",1213,"T","a",5,10,6,"s","so","g2","SC","se, in","se, zo","AF","BH","T6","Intermediate"
"Euphrasia tricuspidata L.",7332705,"Euphrasia tricuspidata L.","Euphrasia tricuspidata",1214,"T","a",7,10,4,"s","so","g2","SC","se, in","se, zo","AF","BH","T5","Intermediate"
"Fagopyrum esculentum Moench",2889373,"Fagopyrum esculentum Moench","Fagopyrum esculentum",1215,"T","a",7,10,4,"s","so, gm, gd, am, ad",NA,"C, SI","se, in","se, zo","X","AB","T9",NA
"Fagopyrum tataricum Gaertn.",2889378,"Fagopyrum tataricum (L.) Gaertn.","Fagopyrum tataricum",1216,"T","a",7,9,3,"s","so, gm, gd","h","SC","wi, se, in","ab, se, zo","AO","AB","T9","Intermediate"
